order_id,order_date,order_customer_id,order_status
101,2013-07-25 00:00:00.0,5116,CLOSED
102,2013-07-25 00:00:00.0,8027,COMPLETE
103,2013-07-25 00:00:00.0,12256,PROCESSING
104,2013-07-25 00:00:00.0,7790,PENDING_PAYMENT
105,2013-07-26 00:00:00.0,8220,COMPLETE
106,2013-07-26 00:00:00.0,395,PROCESSING
107,2013-07-26 00:00:00.0,1845,COMPLETE
108,2013-07-26 00:00:00.0,12149,PROCESSING
109,2013-07-26 00:00:00.0,9345,PENDING_PAYMENT
110,2013-07-26 00:00:00.0,2746,COMPLETE
111,2013-07-26 00:00:00.0,4271,PROCESSING
112,2013-07-26 00:00:00.0,5375,CANCELED
113,2013-07-26 00:00:00.0,10216,PENDING_PAYMENT
114,2013-07-26 00:00:00.0,2091,COMPLETE
115,2013-07-26 00:00:00.0,104,PROCESSING
116,2013-07-26 00:00:00.0,8763,CLOSED
117,2013-07-26 00:00:00.0,58,SUSPECTED_FRAUD
118,2013-07-26 00:00:00.0,1737,COMPLETE
119,2013-07-26 00:00:00.0,8124,PENDING_PAYMENT
120,2013-07-26 00:00:00.0,356,PENDING_PAYMENT
121,2013-07-26 00:00:00.0,2074,PENDING
122,2013-07-26 00:00:00.0,2071,PROCESSING
123,2013-07-26 00:00:00.0,3695,PENDING_PAYMENT
124,2013-07-26 00:00:00.0,2374,COMPLETE
125,2013-07-26 00:00:00.0,4611,PENDING_PAYMENT
126,2013-07-26 00:00:00.0,610,COMPLETE
127,2013-07-26 00:00:00.0,5261,PENDING_PAYMENT
128,2013-07-26 00:00:00.0,2772,PENDING_PAYMENT
129,2013-07-26 00:00:00.0,9937,CLOSED
130,2013-07-26 00:00:00.0,7509,PENDING_PAYMENT
131,2013-07-26 00:00:00.0,10072,PROCESSING
132,2013-07-26 00:00:00.0,289,PENDING
133,2013-07-26 00:00:00.0,10604,CLOSED
134,2013-07-26 00:00:00.0,12081,PENDING_PAYMENT
135,2013-07-26 00:00:00.0,7738,COMPLETE
136,2013-07-26 00:00:00.0,9126,PENDING_PAYMENT
137,2013-07-26 00:00:00.0,4211,COMPLETE
138,2013-07-26 00:00:00.0,10904,PROCESSING
139,2013-07-26 00:00:00.0,7933,COMPLETE
140,2013-07-26 00:00:00.0,4257,PENDING_PAYMENT
141,2013-07-26 00:00:00.0,12128,COMPLETE
142,2013-07-26 00:00:00.0,5760,PENDING_PAYMENT
143,2013-07-26 00:00:00.0,10495,COMPLETE
144,2013-07-26 00:00:00.0,2158,PROCESSING
145,2013-07-26 00:00:00.0,494,ON_HOLD
146,2013-07-26 00:00:00.0,8177,COMPLETE
147,2013-07-26 00:00:00.0,275,PENDING_PAYMENT
148,2013-07-26 00:00:00.0,5383,PROCESSING
149,2013-07-26 00:00:00.0,11431,COMPLETE
150,2013-07-26 00:00:00.0,236,PROCESSING
151,2013-07-26 00:00:00.0,2493,ON_HOLD
152,2013-07-26 00:00:00.0,3611,COMPLETE
153,2013-07-26 00:00:00.0,8876,COMPLETE
154,2013-07-26 00:00:00.0,9993,ON_HOLD
155,2013-07-26 00:00:00.0,9044,PENDING_PAYMENT
156,2013-07-26 00:00:00.0,5200,ON_HOLD
157,2013-07-26 00:00:00.0,8986,ON_HOLD
158,2013-07-26 00:00:00.0,12345,PENDING
159,2013-07-26 00:00:00.0,10974,PENDING_PAYMENT
160,2013-07-26 00:00:00.0,6762,COMPLETE
161,2013-07-26 00:00:00.0,4513,PENDING_PAYMENT
162,2013-07-26 00:00:00.0,3304,PENDING_PAYMENT
163,2013-07-26 00:00:00.0,3348,COMPLETE
164,2013-07-26 00:00:00.0,2962,PROCESSING
165,2013-07-26 00:00:00.0,1222,PENDING_PAYMENT
166,2013-07-26 00:00:00.0,7834,PROCESSING
167,2013-07-26 00:00:00.0,1347,PENDING
168,2013-07-26 00:00:00.0,11794,PENDING_PAYMENT
169,2013-07-26 00:00:00.0,2611,ON_HOLD
170,2013-07-26 00:00:00.0,6295,PAYMENT_REVIEW
171,2013-07-26 00:00:00.0,1980,COMPLETE
172,2013-07-26 00:00:00.0,11382,COMPLETE
173,2013-07-26 00:00:00.0,9027,ON_HOLD
174,2013-07-26 00:00:00.0,3358,COMPLETE
175,2013-07-26 00:00:00.0,384,COMPLETE
176,2013-07-26 00:00:00.0,2897,PENDING_PAYMENT
177,2013-07-26 00:00:00.0,9151,PENDING_PAYMENT
178,2013-07-26 00:00:00.0,8503,COMPLETE
179,2013-07-26 00:00:00.0,6506,COMPLETE
180,2013-07-26 00:00:00.0,10215,ON_HOLD
181,2013-07-26 00:00:00.0,7473,PENDING
182,2013-07-26 00:00:00.0,10984,COMPLETE
183,2013-07-26 00:00:00.0,12105,COMPLETE
184,2013-07-26 00:00:00.0,210,COMPLETE
185,2013-07-26 00:00:00.0,10966,PENDING_PAYMENT
186,2013-07-26 00:00:00.0,1104,COMPLETE
187,2013-07-26 00:00:00.0,1378,PAYMENT_REVIEW
188,2013-07-26 00:00:00.0,2889,PENDING
189,2013-07-26 00:00:00.0,10177,PENDING
190,2013-07-26 00:00:00.0,11115,PENDING
191,2013-07-26 00:00:00.0,16,CLOSED
192,2013-07-26 00:00:00.0,5293,PROCESSING
193,2013-07-26 00:00:00.0,6174,PROCESSING
194,2013-07-26 00:00:00.0,2550,PENDING_PAYMENT
195,2013-07-26 00:00:00.0,12096,PROCESSING
196,2013-07-26 00:00:00.0,2765,PROCESSING
197,2013-07-26 00:00:00.0,6370,PROCESSING
198,2013-07-26 00:00:00.0,7436,PENDING_PAYMENT
199,2013-07-26 00:00:00.0,4608,ON_HOLD
200,2013-07-26 00:00:00.0,11116,PAYMENT_REVIEW
