order_id,order_date,order_customer_id,order_status
301,2013-07-26 00:00:00.0,11999,COMPLETE
302,2013-07-26 00:00:00.0,3577,COMPLETE
303,2013-07-26 00:00:00.0,1682,PENDING_PAYMENT
304,2013-07-26 00:00:00.0,1869,COMPLETE
305,2013-07-26 00:00:00.0,5618,ON_HOLD
306,2013-07-26 00:00:00.0,137,COMPLETE
307,2013-07-26 00:00:00.0,8818,PENDING
308,2013-07-26 00:00:00.0,6829,PENDING_PAYMENT
309,2013-07-26 00:00:00.0,10396,COMPLETE
310,2013-07-26 00:00:00.0,1256,COMPLETE
311,2013-07-26 00:00:00.0,410,COMPLETE
312,2013-07-26 00:00:00.0,1122,COMPLETE
313,2013-07-26 00:00:00.0,7543,CLOSED
314,2013-07-26 00:00:00.0,10033,PENDING_PAYMENT
315,2013-07-26 00:00:00.0,4375,PENDING_PAYMENT
316,2013-07-26 00:00:00.0,3870,PROCESSING
317,2013-07-26 00:00:00.0,1450,COMPLETE
318,2013-07-26 00:00:00.0,8829,PENDING_PAYMENT
319,2013-07-26 00:00:00.0,10445,COMPLETE
320,2013-07-26 00:00:00.0,10698,SUSPECTED_FRAUD
321,2013-07-26 00:00:00.0,4282,ON_HOLD
322,2013-07-26 00:00:00.0,2864,COMPLETE
323,2013-07-26 00:00:00.0,3020,PENDING_PAYMENT
324,2013-07-26 00:00:00.0,76,COMPLETE
325,2013-07-26 00:00:00.0,4759,PENDING
326,2013-07-26 00:00:00.0,1604,PENDING_PAYMENT
327,2013-07-26 00:00:00.0,12107,PENDING
328,2013-07-26 00:00:00.0,1149,COMPLETE
329,2013-07-26 00:00:00.0,1944,SUSPECTED_FRAUD
330,2013-07-26 00:00:00.0,5175,COMPLETE
331,2013-07-26 00:00:00.0,4797,PENDING_PAYMENT
332,2013-07-26 00:00:00.0,4171,COMPLETE
333,2013-07-26 00:00:00.0,2071,PENDING_PAYMENT
334,2013-07-26 00:00:00.0,3752,PENDING_PAYMENT
335,2013-07-26 00:00:00.0,7710,PENDING
336,2013-07-26 00:00:00.0,5479,PENDING
337,2013-07-26 00:00:00.0,6747,COMPLETE
338,2013-07-26 00:00:00.0,4666,COMPLETE
339,2013-07-26 00:00:00.0,8326,PENDING
340,2013-07-26 00:00:00.0,7995,PENDING_PAYMENT
341,2013-07-26 00:00:00.0,10128,CLOSED
342,2013-07-26 00:00:00.0,8809,ON_HOLD
343,2013-07-26 00:00:00.0,10952,COMPLETE
344,2013-07-26 00:00:00.0,2816,PENDING
345,2013-07-26 00:00:00.0,11040,PROCESSING
346,2013-07-26 00:00:00.0,3646,COMPLETE
347,2013-07-27 00:00:00.0,11662,COMPLETE
348,2013-07-27 00:00:00.0,12120,COMPLETE
349,2013-07-27 00:00:00.0,9103,COMPLETE
350,2013-07-27 00:00:00.0,10672,COMPLETE
351,2013-07-27 00:00:00.0,12049,COMPLETE
352,2013-07-27 00:00:00.0,1977,PENDING_PAYMENT
353,2013-07-27 00:00:00.0,2234,PROCESSING
354,2013-07-27 00:00:00.0,5862,PROCESSING
355,2013-07-27 00:00:00.0,11682,PROCESSING
356,2013-07-27 00:00:00.0,2209,PENDING
357,2013-07-27 00:00:00.0,2685,COMPLETE
358,2013-07-27 00:00:00.0,2979,PENDING
359,2013-07-27 00:00:00.0,6020,PENDING_PAYMENT
360,2013-07-27 00:00:00.0,8020,COMPLETE
361,2013-07-27 00:00:00.0,8286,PROCESSING
362,2013-07-27 00:00:00.0,10167,PROCESSING
363,2013-07-27 00:00:00.0,3619,CLOSED
364,2013-07-27 00:00:00.0,6035,PROCESSING
365,2013-07-27 00:00:00.0,2400,PENDING_PAYMENT
366,2013-07-27 00:00:00.0,4422,PENDING_PAYMENT
367,2013-07-27 00:00:00.0,8730,PROCESSING
368,2013-07-27 00:00:00.0,5783,COMPLETE
369,2013-07-27 00:00:00.0,189,COMPLETE
370,2013-07-27 00:00:00.0,4791,PENDING_PAYMENT
371,2013-07-27 00:00:00.0,4428,PENDING_PAYMENT
372,2013-07-27 00:00:00.0,776,COMPLETE
373,2013-07-27 00:00:00.0,3630,PENDING
374,2013-07-27 00:00:00.0,5906,PROCESSING
375,2013-07-27 00:00:00.0,6561,PROCESSING
376,2013-07-27 00:00:00.0,1369,PENDING
377,2013-07-27 00:00:00.0,514,PROCESSING
378,2013-07-27 00:00:00.0,10071,PENDING_PAYMENT
379,2013-07-27 00:00:00.0,8735,PENDING_PAYMENT
380,2013-07-27 00:00:00.0,9505,PENDING_PAYMENT
381,2013-07-27 00:00:00.0,5756,ON_HOLD
382,2013-07-27 00:00:00.0,8143,PROCESSING
383,2013-07-27 00:00:00.0,10509,PENDING_PAYMENT
384,2013-07-27 00:00:00.0,2610,CLOSED
385,2013-07-27 00:00:00.0,10667,COMPLETE
